Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2010-11-09,Brazil,France,Machinery,11722.13,279.0
2014-10-09,Germany,China,Chemicals,1636.62,192.0
2013-09-04,Canada,France,Chemicals,5959.55,405.0
2015-08-16,Japan,Russia,Pharmaceuticals,11187.23,80.0
2021-05-20,Italy,Russia,Machinery,2822.92,57.0
2016-03-30,Russia,USA,Textiles,3842.63,551.0
2021-02-02,Japan,China,Machinery,15916.53,766.0
2019-05-30,Brazil,Canada,Pharmaceuticals,1235.95,1368.0
2018-06-22,Japan,France,Food,1118.47,420.0
2018-11-05,USA,Canada,Machinery,11588.42,81.0
2013-08-18,USA,Brazil,Textiles,19787.61,2223.0
2011-04-06,Russia,Italy,Vehicles,25260.79,514.0
2015-10-30,Brazil,France,Pharmaceuticals,745.12,110.0
2010-08-11,Brazil,USA,Vehicles,701.39,503.0
2022-09-28,China,USA,Machinery,1032.84,355.0
2010-05-14,Italy,Japan,Electronics,2475.58,366.0
2012-02-06,USA,France,Food,3992.51,327.0
2018-03-02,Italy,Brazil,Vehicles,2547.05,744.0
2011-06-17,Canada,Italy,Machinery,6474.17,1329.0
2019-09-24,Canada,France,Textiles,1070.32,51.0
2019-05-19,Italy,France,Textiles,1520.74,221.0
2014-01-11,Japan,USA,Chemicals,3450.29,567.0
2021-05-04,India,France,Food,6496.16,1327.0
2016-01-27,India,Canada,Electronics,11495.0,466.0
2022-07-20,Italy,China,Machinery,3936.93,203.0
2022-11-02,Russia,Japan,Chemicals,15260.92,555.0
2022-01-03,Brazil,Italy,Textiles,425.24,53.0
2018-10-31,USA,Russia,Electronics,535.6,2393.0
2022-07-06,Brazil,India,Textiles,7413.33,143.0
2010-04-23,Japan,India,Vehicles,6252.63,1088.0
2021-10-16,China,Canada,Pharmaceuticals,2096.11,1027.0
2022-03-16,China,Germany,Vehicles,1522.89,350.0
2020-05-23,Canada,Japan,Chemicals,8609.43,28.0
2017-09-12,Russia,Canada,Machinery,12835.65,293.0
2012-12-23,Russia,China,Pharmaceuticals,5676.05,258.0
2012-05-04,Germany,Japan,Chemicals,10240.27,526.0
2020-05-18,Italy,China,Vehicles,4138.69,35.0
2018-10-09,Canada,India,Vehicles,27517.98,31.0
2016-01-23,Canada,Brazil,Food,8774.76,10.0
2013-12-29,Canada,China,Vehicles,36290.45,83.0
2019-01-04,India,Brazil,Textiles,4991.48,59.0
2015-09-14,Canada,France,Machinery,32580.75,1411.0
2020-11-28,Canada,China,Textiles,590.61,2524.0
2012-11-29,USA,Italy,Food,5538.25,1422.0
2013-03-08,Canada,USA,Food,31692.89,268.0
2012-03-19,Italy,Brazil,Vehicles,19648.67,138.0
2012-01-10,Japan,Brazil,Machinery,5421.94,1452.0
2021-06-26,Italy,Russia,Machinery,8451.21,432.0
2017-06-26,Canada,Italy,Electronics,4721.94,368.0
2014-07-17,Germany,India,Electronics,15580.99,199.0
2014-04-17,France,China,Food,12565.69,383.0
2013-05-17,USA,France,Pharmaceuticals,4886.06,778.0
2018-04-01,Italy,Brazil,Machinery,42427.93,59.0
2015-12-04,Germany,Italy,Machinery,6519.48,178.0
2010-06-05,Brazil,USA,Textiles,2015.02,35.0
2016-02-08,Italy,India,Machinery,14125.99,119.0
2018-02-10,Russia,Italy,Pharmaceuticals,13153.18,616.0
2010-02-15,USA,Italy,Vehicles,15235.46,482.0
2021-11-16,Japan,Italy,Machinery,1752.0,295.0
2017-06-18,Japan,Brazil,Textiles,1605.95,204.0
2017-12-24,China,Russia,Food,6120.65,447.0
2014-02-25,Germany,China,Pharmaceuticals,9889.57,202.0
2011-12-16,USA,India,Chemicals,3423.11,997.0
2011-11-06,China,Japan,Vehicles,3022.81,305.0
2014-05-04,USA,Brazil,Pharmaceuticals,7007.28,588.0
2019-01-09,Canada,China,Food,483.68,662.0
2020-09-01,USA,Italy,Food,34340.34,1139.0
2022-06-30,Russia,Germany,Textiles,5029.9,548.0
2018-10-24,India,Russia,Textiles,4875.42,70.0
2020-09-15,Japan,France,Vehicles,16937.89,1543.0
2017-10-18,France,India,Machinery,5315.1,786.0
2011-09-25,Brazil,France,Chemicals,339.41,40.0
2022-11-05,Italy,Russia,Food,6052.14,91.0
2014-12-12,Canada,USA,Machinery,9720.76,5.0
2011-10-02,Germany,India,Electronics,8533.6,170.0
2015-02-22,France,USA,Machinery,57.6,337.0
2017-06-08,Italy,Japan,Food,15499.87,626.0
2012-10-19,Japan,Italy,Pharmaceuticals,17605.61,132.0
2010-11-17,India,Italy,Chemicals,419.97,934.0
2010-02-14,Italy,Japan,Machinery,12873.31,92.0
2014-11-09,Germany,Japan,Pharmaceuticals,2682.56,212.0
2022-01-01,France,Russia,Textiles,1004.27,507.0
2015-06-12,Brazil,USA,Chemicals,45.78,2397.0
2019-05-15,USA,China,Electronics,22207.2,91.0
2012-08-07,Canada,Russia,Vehicles,13682.23,395.0
2015-02-08,USA,Germany,Electronics,3659.22,2547.0
2022-02-17,China,France,Pharmaceuticals,1848.54,710.0
2013-04-02,India,USA,Machinery,6126.8,895.0
2015-04-19,Russia,Japan,Machinery,17882.06,239.0
2010-12-18,Italy,Brazil,Food,1499.5,97.0
2015-01-16,India,Italy,Food,45733.99,443.0
2013-10-24,Canada,Japan,Chemicals,3343.28,310.0
2020-04-10,India,USA,Chemicals,18517.57,257.0
2017-02-07,China,USA,Textiles,695.32,5.0
2011-07-09,China,India,Chemicals,5941.09,20.0
2014-01-14,Canada,India,Pharmaceuticals,22942.86,184.0
2021-09-16,Italy,USA,Chemicals,730.42,389.0
2012-01-30,Germany,Canada,Textiles,3949.95,525.0
2015-08-05,USA,Japan,Vehicles,50.48,189.0
2022-05-11,Russia,Japan,Vehicles,1894.74,892.0
2016-04-16,India,Canada,Chemicals,1133.5,248.0
2015-02-08,Japan,Russia,Machinery,13299.78,90.0
2014-08-26,Germany,China,Chemicals,41132.17,531.0
2010-06-08,India,Japan,Vehicles,2235.64,43.0
2017-01-12,Italy,France,Vehicles,14010.88,27.0
2020-01-28,Canada,Germany,Electronics,789.88,51.0
2018-11-28,Brazil,China,Textiles,1471.65,62.0
2017-06-15,Japan,Germany,Pharmaceuticals,11791.23,28.0
2010-04-09,Canada,Brazil,Textiles,11279.9,347.0
2010-05-10,Canada,India,Chemicals,3520.86,549.0
2012-04-27,Japan,USA,Textiles,7966.32,1556.0
2019-01-27,France,China,Textiles,17073.53,222.0
2016-02-04,Italy,USA,Food,6475.9,518.0
2017-09-10,Russia,Brazil,Pharmaceuticals,24760.09,250.0
2020-08-01,Italy,Japan,Vehicles,9396.0,264.0
2018-09-20,Italy,China,Pharmaceuticals,4527.3,3650.0
2019-08-09,Canada,USA,Machinery,5414.37,18.0
2012-05-21,Brazil,India,Food,8258.28,1940.0
2014-08-28,Russia,India,Textiles,3264.29,398.0
2013-12-24,Japan,USA,Electronics,24792.09,296.0
2022-03-04,Italy,France,Electronics,2278.83,82.0
2014-10-27,China,Germany,Pharmaceuticals,8956.25,530.0
2021-02-21,France,Brazil,Food,8230.11,755.0
2017-10-27,USA,India,Pharmaceuticals,8526.8,366.0
2016-02-20,Japan,China,Chemicals,394.58,12.0
2016-07-04,Germany,Canada,Chemicals,5871.13,1416.0
2015-07-13,Germany,Canada,Pharmaceuticals,11465.12,64.0
2019-04-25,Canada,USA,Food,14261.56,178.0
2011-11-15,France,Canada,Textiles,2839.11,331.0
2015-11-18,USA,Russia,Vehicles,31306.85,1801.0
2011-04-25,USA,Italy,Chemicals,642.85,850.0
2016-06-30,China,USA,Textiles,25665.17,1857.0
2012-11-14,Japan,France,Electronics,17084.12,1803.0
2019-02-15,China,Germany,Chemicals,9288.06,815.0
2017-10-29,Brazil,Germany,Pharmaceuticals,2382.34,53.0
2016-05-28,China,Brazil,Vehicles,1116.69,394.0
2011-11-26,China,Canada,Machinery,1609.88,169.0
2019-01-22,Brazil,Italy,Machinery,12395.15,197.0
2015-03-08,Italy,Germany,Food,21261.41,432.0
2021-07-17,Russia,Germany,Machinery,2032.6,1086.0
2010-01-26,Canada,Brazil,Pharmaceuticals,6864.81,735.0
2016-11-15,Canada,Brazil,Pharmaceuticals,3483.82,813.0
2011-12-08,Germany,Canada,Textiles,8559.1,1371.0
2018-06-13,Japan,Brazil,Pharmaceuticals,14848.55,437.0
2011-09-08,Brazil,Germany,Food,2080.66,810.0
2012-11-09,France,China,Machinery,22737.04,566.0
2018-03-07,Canada,Russia,Chemicals,7226.56,189.0
2022-12-10,India,France,Food,10549.27,357.0
2016-08-30,Brazil,Germany,Pharmaceuticals,23635.51,572.0
2020-06-01,Canada,Russia,Food,8218.22,108.0
2020-11-22,Japan,France,Machinery,1559.62,365.0
2010-09-26,Russia,USA,Vehicles,24997.31,1756.0
2015-12-31,Japan,Italy,Vehicles,2346.24,559.0
2021-12-31,Germany,Japan,Pharmaceuticals,5398.07,604.0
2011-10-26,China,Italy,Chemicals,4623.84,220.0
2010-06-26,Japan,France,Electronics,15757.04,423.0
2011-10-22,Italy,Russia,Food,3903.28,102.0
2015-07-15,Germany,Italy,Vehicles,25174.97,371.0
2022-09-03,Italy,Russia,Vehicles,7418.54,24.0
2017-12-12,USA,Germany,Chemicals,4576.42,246.0
2019-09-17,Italy,Brazil,Vehicles,4424.72,282.0
2010-01-03,Brazil,France,Machinery,7608.15,645.0
2015-12-25,Japan,India,Electronics,1384.05,56.0
2013-09-01,Japan,USA,Electronics,224.09,657.0
2014-02-26,Germany,Italy,Textiles,10772.01,7.0
2021-06-12,Germany,Canada,Food,8310.55,342.0
2013-07-16,China,Japan,Textiles,4531.14,203.0
2016-08-05,Russia,India,Textiles,4856.25,1565.0
2022-05-09,Russia,Brazil,Pharmaceuticals,569.08,175.0
2016-07-12,Russia,France,Chemicals,7783.92,411.0
2010-02-25,Italy,USA,Chemicals,990.41,649.0
2016-10-01,USA,Brazil,Machinery,971.23,495.0
2012-04-24,Canada,Japan,Chemicals,5677.54,805.0
2016-08-03,Germany,China,Chemicals,4242.17,399.0
2010-09-20,Brazil,Germany,Machinery,12811.52,37.0
2017-02-28,Russia,Brazil,Vehicles,2279.1,218.0
2011-11-19,Japan,China,Electronics,607.1,860.0
2019-04-14,Germany,USA,Textiles,3583.0,679.0
2010-05-19,USA,France,Food,5742.64,1613.0
2012-03-31,Italy,Russia,Food,1132.99,91.0
2021-09-25,Russia,Italy,Pharmaceuticals,1436.62,21.0
2020-04-24,Italy,Japan,Pharmaceuticals,3697.76,149.0
2012-10-19,China,Italy,Food,11117.09,309.0
2017-01-06,Brazil,China,Chemicals,9500.06,195.0
2021-11-28,USA,Brazil,Vehicles,3819.8,1651.0
2020-03-15,Brazil,Canada,Vehicles,23192.4,1957.0
2014-04-23,Canada,Germany,Textiles,10483.13,60.0
2015-12-03,France,Canada,Food,11585.84,518.0
2012-02-12,China,USA,Pharmaceuticals,1245.7,739.0
2012-08-17,Russia,Canada,Vehicles,9887.97,742.0
2017-10-03,Brazil,India,Textiles,19078.29,926.0
2012-03-10,Italy,USA,Machinery,6432.41,412.0
2022-06-17,USA,China,Machinery,17394.45,1107.0
2012-08-01,Russia,Brazil,Electronics,18586.29,103.0
2021-09-02,India,Canada,Textiles,10280.77,1064.0
2011-01-01,USA,Brazil,Machinery,19032.37,740.0
2011-10-24,USA,Canada,Electronics,16040.94,41.0
2019-05-22,China,Russia,Pharmaceuticals,2280.89,452.0
2014-05-09,Japan,France,Electronics,1188.32,129.0
2021-12-28,USA,India,Vehicles,7064.24,1496.0
2020-07-12,France,USA,Machinery,38831.8,355.0
2013-07-18,USA,Russia,Food,4886.56,212.0
2010-08-19,USA,Italy,Vehicles,15700.78,3.0
2017-10-30,USA,Italy,Chemicals,17701.58,333.0
2012-10-22,France,USA,Electronics,2307.56,315.0
2020-01-09,India,USA,Pharmaceuticals,6708.64,1701.0
2017-12-19,India,Germany,Chemicals,9189.81,504.0
2011-02-10,Italy,France,Electronics,3330.48,2703.0
2017-01-18,China,Canada,Food,1328.58,376.0
2013-10-31,Russia,Germany,Chemicals,7834.59,852.0
2013-05-26,Japan,Russia,Textiles,39336.28,485.0
2012-06-08,Russia,USA,Vehicles,7694.82,430.0
2016-02-02,Canada,France,Electronics,5231.95,87.0
2014-07-27,USA,Russia,Pharmaceuticals,2871.96,388.0
2021-08-30,Brazil,Canada,Vehicles,42002.07,143.0
2019-10-31,Italy,France,Vehicles,1719.37,794.0
2020-03-26,France,Canada,Pharmaceuticals,3708.34,708.0
2010-07-01,India,Germany,Chemicals,6588.66,2247.0
2021-09-22,Germany,China,Chemicals,2432.28,309.0
2020-08-02,Germany,Russia,Chemicals,9864.54,251.0
2012-07-02,China,Japan,Electronics,9228.79,285.0
2014-12-30,Canada,Russia,Food,9180.33,789.0
2020-07-25,Germany,Italy,Pharmaceuticals,27327.32,570.0
2010-11-13,Russia,Germany,Pharmaceuticals,6592.62,152.0
2011-01-01,Japan,India,Chemicals,4519.23,112.0
2013-07-19,Canada,India,Pharmaceuticals,13379.17,906.0
2016-11-08,USA,India,Vehicles,385.8,187.0
2014-10-06,France,USA,Pharmaceuticals,7760.41,280.0
2012-12-25,France,Italy,Machinery,909.82,768.0
2021-03-03,Brazil,Russia,Pharmaceuticals,28565.42,90.0
2018-09-19,USA,Italy,Food,242.95,165.0
2022-03-29,USA,Russia,Food,13740.66,1226.0
2017-10-01,Brazil,China,Pharmaceuticals,604.96,635.0
2018-11-14,China,India,Chemicals,5121.73,155.0
2020-09-05,France,Germany,Machinery,15327.53,143.0
2017-10-17,Italy,China,Chemicals,27173.81,1023.0
2018-05-29,India,Japan,Vehicles,2377.45,395.0
2013-01-30,Japan,USA,Textiles,14820.7,52.0
2013-08-16,Canada,Italy,Chemicals,17565.01,847.0
2016-08-08,India,France,Vehicles,10724.76,48.0
2013-11-06,Brazil,Germany,Textiles,11621.11,215.0
2018-04-13,India,China,Vehicles,6818.65,155.0
2020-08-10,Brazil,Canada,Chemicals,11505.09,291.0
2020-05-10,Japan,Russia,Textiles,24883.53,164.0
2022-08-16,India,Canada,Electronics,10711.07,723.0
2022-05-11,Germany,Russia,Chemicals,22716.6,497.0
2018-08-09,China,Italy,Pharmaceuticals,18958.51,112.0
2011-11-03,Brazil,Japan,Electronics,3238.09,122.0
2013-10-21,France,Brazil,Pharmaceuticals,4028.2,252.0
2010-10-16,India,Brazil,Vehicles,24584.07,261.0
2019-04-19,Canada,France,Textiles,6286.33,219.0
2020-11-21,Japan,Canada,Vehicles,4743.23,53.0
2012-07-30,India,USA,Machinery,25106.71,861.0
2020-07-13,Japan,Brazil,Textiles,3511.51,90.0
2021-12-11,Canada,USA,Machinery,12612.64,163.0
2015-06-26,Russia,Italy,Food,3643.36,919.0
2018-09-06,France,Germany,Machinery,3223.54,161.0
2014-02-20,Italy,USA,Machinery,2343.59,94.0
2020-10-07,China,India,Food,41197.22,356.0
2011-07-19,Japan,France,Chemicals,40728.91,214.0
2021-02-08,Japan,Canada,Machinery,6424.81,133.0
2014-08-21,Germany,Russia,Machinery,18402.75,1845.0
2011-01-02,Canada,Italy,Food,1326.9,418.0
2016-12-03,Germany,Russia,Pharmaceuticals,19542.27,696.0
2015-06-30,Canada,China,Machinery,5661.36,706.0
2020-12-28,Russia,Japan,Chemicals,1101.78,913.0
2021-06-26,Canada,Brazil,Pharmaceuticals,724.67,74.0
2019-11-04,Japan,France,Machinery,138.63,560.0
2016-10-16,USA,Canada,Chemicals,1218.87,131.0
2017-02-21,USA,Canada,Food,15661.35,132.0
2012-12-22,Brazil,Germany,Chemicals,14680.15,659.0
2017-02-17,Brazil,India,Vehicles,14058.62,1424.0
2010-05-11,USA,Brazil,Pharmaceuticals,39900.88,24.0
2016-08-07,Canada,Japan,Vehicles,7836.41,580.0
2020-04-08,India,USA,Food,3499.0,241.0
2016-01-14,China,France,Chemicals,1863.81,678.0
2011-08-19,France,India,Textiles,1802.24,936.0
2011-09-10,Italy,Brazil,Chemicals,1410.41,356.0
2010-04-24,Japan,Italy,Vehicles,3065.82,227.0
2021-03-05,Italy,Brazil,Chemicals,5117.62,642.0
2016-11-21,Canada,Brazil,Vehicles,2772.89,111.0
2020-01-28,Canada,USA,Machinery,4808.73,571.0
2012-12-24,Italy,Japan,Electronics,11169.0,1839.0
2012-09-10,Japan,Russia,Textiles,14319.39,507.0
2019-04-03,Canada,Japan,Vehicles,704.4,112.0
2022-03-20,Russia,Brazil,Textiles,1776.96,816.0
2020-08-23,India,Canada,Food,8882.06,22.0
2017-12-20,France,India,Vehicles,4045.78,143.0
2018-03-25,Italy,Germany,Pharmaceuticals,17267.26,1114.0
2013-09-26,USA,Canada,Chemicals,6679.86,42.0
2017-02-17,India,Italy,Machinery,12817.06,569.0
2013-08-04,India,France,Electronics,6453.16,149.0
2016-08-23,Italy,Germany,Pharmaceuticals,11059.23,641.0
2021-01-09,Canada,India,Electronics,26020.43,227.0
2010-12-30,China,Russia,Food,1912.08,708.0
2021-10-21,Italy,USA,Chemicals,760.8,191.0
2021-09-25,Japan,USA,Vehicles,20584.76,334.0
2020-09-08,Germany,Italy,Textiles,15845.81,832.0
2014-07-23,Italy,China,Food,896.78,1086.0
2013-01-29,China,USA,Food,2760.15,203.0
2011-02-01,Japan,USA,Vehicles,7259.92,128.0
2017-07-23,Italy,Russia,Machinery,2460.84,1024.0
2017-04-12,Canada,Russia,Electronics,5168.24,466.0
2013-04-04,Japan,Germany,Chemicals,2049.25,331.0
2013-09-06,Germany,Italy,Food,13581.5,61.0
2011-07-07,Brazil,Italy,Chemicals,12204.02,1561.0
2016-10-31,Germany,France,Food,5449.12,691.0
2016-07-05,Russia,Brazil,Chemicals,9863.6,1998.0
2021-01-26,USA,Japan,Electronics,658.53,50.0
2016-10-09,USA,Brazil,Vehicles,7974.74,332.0
2016-01-12,France,India,Vehicles,1574.23,1186.0
2022-06-12,India,Italy,Pharmaceuticals,4081.89,611.0
2018-11-28,France,USA,Chemicals,833.5,704.0
2014-09-29,USA,Russia,Vehicles,13364.18,655.0
2019-11-12,China,Germany,Textiles,30839.98,173.0
2016-05-10,Russia,Canada,Pharmaceuticals,13782.68,996.0
2018-06-24,Germany,USA,Pharmaceuticals,18800.16,742.0
2014-06-15,China,France,Chemicals,11273.34,2138.0
2021-07-18,France,Russia,Food,10561.06,506.0
2017-08-11,Germany,France,Chemicals,1032.53,673.0
2020-01-31,Japan,Germany,Machinery,19135.78,445.0
2012-05-10,China,Brazil,Electronics,895.0,368.0
2017-12-15,India,Canada,Machinery,10237.91,572.0
2011-06-13,USA,Brazil,Electronics,1086.4,35.0
2012-09-23,Germany,China,Pharmaceuticals,15617.53,633.0
2019-07-15,Germany,Japan,Chemicals,8844.99,999.0
2020-04-07,USA,Brazil,Pharmaceuticals,28801.07,1051.0
2017-08-21,Canada,Russia,Textiles,6887.37,212.0
2016-12-27,India,France,Pharmaceuticals,7692.76,128.0
2013-09-19,China,USA,Vehicles,33500.07,1286.0
2012-02-08,China,Russia,Pharmaceuticals,3778.21,378.0
2013-12-26,France,Italy,Textiles,37442.11,290.0
2021-01-11,India,USA,Vehicles,8201.59,719.0
2010-05-29,Italy,USA,Electronics,4995.03,428.0
2022-07-20,China,Russia,Food,2662.37,278.0
2011-06-29,Canada,China,Chemicals,23148.22,254.0
2019-04-17,Germany,Russia,Vehicles,6245.34,629.0
2014-06-26,Germany,Brazil,Textiles,182.1,242.0
2022-09-26,India,Canada,Vehicles,463.19,925.0
2016-10-23,France,Brazil,Pharmaceuticals,25485.3,593.0
2010-09-25,Germany,Italy,Vehicles,5245.4,15.0
2018-03-02,Japan,China,Textiles,3973.7,16.0
2015-11-11,Germany,Brazil,Electronics,10441.61,3042.0
2015-07-19,USA,Germany,Electronics,907.27,210.0
2013-07-06,France,Germany,Machinery,1129.36,212.0
2020-03-22,USA,Italy,Electronics,12450.76,871.0
2015-09-20,Russia,India,Food,861.61,270.0
2016-02-22,Italy,USA,Textiles,13666.76,59.0
2013-09-07,China,Germany,Textiles,40002.88,2001.0
2014-01-16,Canada,Japan,Vehicles,8260.65,1838.0
2015-02-08,Brazil,France,Electronics,10339.21,452.0
2020-06-15,Canada,Italy,Textiles,34573.8,50.0
2017-07-09,Italy,USA,Food,2745.62,37.0
2017-07-05,France,Russia,Chemicals,14261.68,111.0
2017-02-26,USA,China,Machinery,3650.86,60.0
2012-09-14,USA,India,Textiles,6068.16,843.0
2014-09-21,Russia,France,Food,18781.03,25.0
2010-03-02,Italy,India,Food,5496.72,434.0
2018-05-03,India,Germany,Machinery,4700.22,158.0
2013-06-28,Canada,Brazil,Pharmaceuticals,9521.71,85.0
2012-06-16,Russia,USA,Food,5172.91,243.0
2010-11-20,Germany,Italy,Machinery,263.62,653.0
2020-12-10,Japan,Russia,Machinery,6458.57,7.0
2012-08-30,USA,Canada,Vehicles,5468.34,1345.0
2014-10-04,Russia,China,Electronics,13497.99,14.0
2019-11-03,Germany,Russia,Textiles,17878.0,787.0
2021-11-14,Brazil,Russia,Food,49.92,500.0
2010-05-13,Canada,Germany,Food,11947.17,1215.0
2016-12-09,France,China,Machinery,8797.96,537.0
2016-01-15,Germany,Japan,Pharmaceuticals,13890.9,29.0
2018-11-27,China,Italy,Textiles,12393.47,559.0
2017-01-13,India,Germany,Chemicals,10669.49,309.0
2013-09-03,Canada,Brazil,Electronics,18391.91,736.0
2013-10-09,Canada,China,Electronics,11014.42,124.0
2011-01-06,India,USA,Machinery,6539.25,699.0
2015-04-25,France,Brazil,Textiles,14437.06,1515.0
2012-09-06,India,Russia,Chemicals,2284.81,61.0
2017-11-28,Germany,Russia,Electronics,2831.51,811.0
2010-05-04,Japan,USA,Textiles,15647.3,15.0
2013-08-26,Japan,China,Textiles,1969.5,184.0
2016-02-02,Japan,Russia,Pharmaceuticals,9699.93,671.0
2015-05-26,Germany,India,Chemicals,10848.48,94.0
2021-01-01,USA,China,Machinery,3990.87,79.0
2014-03-02,China,Canada,Machinery,5746.51,1325.0
2019-11-15,Brazil,Russia,Pharmaceuticals,1136.39,22.0
2014-11-01,Italy,USA,Chemicals,4897.83,71.0
2012-12-22,India,France,Food,4860.57,156.0
2011-04-18,Brazil,Italy,Electronics,20523.96,310.0
2019-08-31,India,Brazil,Pharmaceuticals,4993.79,185.0
2021-04-11,Canada,Japan,Textiles,5962.26,1069.0
2021-02-13,Russia,Italy,Electronics,9192.06,557.0
2018-11-17,Italy,Canada,Chemicals,3512.22,717.0
2011-10-09,Germany,France,Food,11878.92,790.0
2012-03-03,China,Germany,Pharmaceuticals,3899.11,646.0
2017-06-26,Japan,Italy,Vehicles,1070.1,681.0
2013-07-28,China,Japan,Textiles,12926.46,1482.0
2022-09-29,China,Russia,Vehicles,9313.83,832.0
2016-09-06,Canada,Brazil,Machinery,10318.83,1068.0
2020-01-07,Germany,Canada,Electronics,1694.23,334.0
2019-08-28,Brazil,Japan,Machinery,962.19,434.0
2021-12-09,France,Russia,Chemicals,6234.71,252.0
2020-12-23,Canada,Italy,Pharmaceuticals,1619.24,807.0
2014-04-20,India,Russia,Food,7868.32,167.0
2010-01-28,Germany,Russia,Chemicals,3072.66,620.0
2011-07-15,Brazil,Russia,Chemicals,3521.6,940.0
2019-09-25,Canada,Japan,Food,6186.71,279.0
2012-01-11,Germany,Russia,Electronics,1881.44,92.0
2017-02-19,Canada,India,Chemicals,11598.55,449.0
2020-09-16,Germany,Russia,Vehicles,2374.52,42.0
2015-01-12,Canada,Germany,Vehicles,11787.5,1640.0
2019-01-20,Russia,France,Machinery,1255.64,1094.0
2013-09-29,Italy,USA,Textiles,4.14,851.0
2010-10-29,Italy,Russia,Food,9954.39,68.0
2022-05-21,France,Italy,Food,7761.19,375.0
2019-07-12,Brazil,India,Pharmaceuticals,445.03,400.0
2020-10-23,China,India,Pharmaceuticals,964.71,501.0
2010-09-05,India,Brazil,Electronics,3411.95,79.0
2021-03-27,India,China,Machinery,4629.43,1660.0
2013-09-07,France,China,Pharmaceuticals,39920.12,3662.0
2016-12-04,Russia,Canada,Chemicals,1687.51,1217.0
2012-12-20,USA,Canada,Electronics,19887.41,109.0
2012-10-05,China,Russia,Textiles,24461.92,46.0
2011-01-10,Japan,India,Food,791.19,114.0
2015-06-01,France,Canada,Food,12027.25,2243.0
2021-08-19,India,Brazil,Vehicles,21419.42,852.0
2014-09-07,USA,Brazil,Electronics,5562.69,900.0
2015-10-23,China,USA,Chemicals,4222.25,898.0
2012-06-21,Brazil,USA,Chemicals,6992.2,1895.0
2016-06-02,Italy,USA,Food,6853.53,1646.0
2013-03-01,France,Brazil,Food,3247.79,820.0
2018-03-04,Russia,Italy,Chemicals,14238.88,36.0
2018-10-17,Canada,Russia,Chemicals,28745.66,349.0
2021-09-10,India,Brazil,Chemicals,2865.14,888.0
2019-01-18,Russia,Canada,Electronics,13036.76,730.0
2022-04-22,Russia,Germany,Chemicals,14682.58,730.0
2013-05-30,USA,China,Vehicles,8582.28,483.0
2015-11-28,China,Germany,Electronics,4162.53,97.0
2022-02-22,Germany,Canada,Machinery,177.14,729.0
2015-10-26,USA,India,Electronics,17259.71,210.0
2020-11-11,Brazil,Canada,Food,16123.66,1091.0
2014-08-01,India,Canada,Machinery,3104.69,360.0
2019-06-27,USA,Italy,Chemicals,2382.84,179.0
2022-03-14,Canada,Brazil,Pharmaceuticals,27132.78,114.0
2020-06-28,Japan,France,Machinery,6895.7,611.0
2019-09-14,USA,Germany,Pharmaceuticals,6697.29,396.0
2022-11-02,Japan,Russia,Textiles,2414.92,162.0
2012-12-01,Germany,China,Machinery,34150.5,304.0
2018-07-03,China,Russia,Machinery,18334.17,261.0
2012-11-20,Brazil,Canada,Chemicals,9425.06,15.0
2013-12-18,Brazil,India,Food,12802.45,48.0
2018-08-30,Germany,Russia,Textiles,4396.52,486.0
2015-10-31,China,Germany,Electronics,1487.03,87.0
2013-07-08,Italy,Japan,Textiles,8949.65,88.0
2015-08-29,Canada,Japan,Electronics,43694.2,293.0
2013-01-16,China,Russia,Vehicles,4613.85,656.0
2019-04-14,Brazil,Canada,Textiles,8697.03,679.0
2015-06-20,India,Italy,Textiles,8808.14,312.0
2015-07-02,USA,Canada,Chemicals,1225.9,892.0
2012-01-17,Germany,Italy,Vehicles,2048.09,1022.0
2010-02-11,France,Germany,Food,18494.49,801.0
2022-08-05,Japan,Brazil,Vehicles,16274.39,24.0
2019-05-19,Germany,Brazil,Pharmaceuticals,2515.06,468.0
2019-11-10,USA,Canada,Electronics,24177.01,353.0
2013-02-15,Japan,Brazil,Electronics,10674.96,755.0
2012-03-01,China,Canada,Vehicles,13875.85,553.0
2015-09-30,Italy,Russia,Food,1765.24,624.0
2010-05-28,France,Germany,Food,1379.2,189.0
2010-02-22,Brazil,Italy,Chemicals,8890.39,398.0
2010-07-30,Canada,Italy,Chemicals,26922.03,410.0
2015-07-11,India,Germany,Textiles,3410.89,388.0
2018-05-20,India,Canada,Textiles,13933.86,838.0
2014-08-26,USA,Brazil,Textiles,5875.59,325.0
2012-11-26,Japan,India,Textiles,37602.12,1314.0
2013-03-08,Russia,Canada,Machinery,18891.37,875.0
2020-11-24,Brazil,Russia,Machinery,31162.0,194.0
2016-08-02,USA,China,Electronics,27161.82,1706.0
2018-03-02,Russia,Italy,Pharmaceuticals,2836.31,1725.0
2022-01-31,Russia,Italy,Chemicals,753.11,35.0
2010-03-25,China,Russia,Vehicles,1541.78,522.0
2022-07-26,USA,India,Chemicals,1729.18,771.0
2021-04-29,USA,Russia,Machinery,9420.95,11.0
2014-09-16,Russia,France,Food,7173.02,993.0
2021-10-23,Russia,China,Pharmaceuticals,591.94,105.0
2015-11-27,Brazil,Japan,Machinery,278.61,131.0
2018-06-02,Japan,India,Vehicles,1009.99,1129.0
2012-01-22,Russia,Brazil,Food,2589.26,275.0
